Time,RPM,DeltaT
0.0,2000.0000000000002,0.00569669995456934
50000.0,2000.0000000000002,0.003510099835693836
100000.0,2000.0000000000002,0.0031301998533308506
150000.0,2000.0000000000002,0.003025500103831291
200000.0,2000.0000000000002,0.0028744000010192394
250000.0,2000.0000000000002,0.002958300057798624
300000.0,2000.0000000000002,0.002897100057452917
350000.0,2000.0000000000002,0.00333759980276227
400000.0,2000.0000000000002,0.003766499925404787
450000.0,2000.0000000000002,0.00305899977684021
500000.0,2000.0000000000002,0.003005600068718195
550000.0,2000.0000000000002,0.0028003002516925335
600000.0,2000.0000000000002,0.0030040997080504894
650000.0,2000.0000000000002,0.0028678998351097107
700000.0,2000.0000000000002,0.002829700242727995
750000.0,2000.0000000000002,0.003084100317209959
800000.0,2000.0000000000002,0.0028570997528731823
850000.0,2000.0000000000002,0.003062100149691105
900000.0,2000.0000000000002,0.0034501003101468086
950000.0,2000.0000000000002,0.0030616000294685364
1000000.0,2000.0000000000002,0.0029337997548282146
1050000.0,2000.0000000000002,0.002908799797296524
1100000.0,2000.0000000000002,0.002920099999755621
1150000.0,2000.0000000000002,0.002892599906772375
1200000.0,2000.0000000000002,0.0030743000097572803
1250000.0,2000.0000000000002,0.0028562000952661037
1300000.0,2000.0000000000002,0.0028880001045763493
1350000.0,2000.0000000000002,0.0028148996643722057
1400000.0,2000.0000000000002,0.0038038003258407116
1450000.0,2000.0000000000002,0.0031507001258432865
1500000.0,2000.0000000000002,0.002894700039178133
1550000.0,2000.0000000000002,0.0029250001534819603
1600000.0,2000.0000000000002,0.0029184999875724316
1650000.0,2000.0000000000002,0.003214700147509575
1700000.0,2000.0000000000002,0.002898099832236767
1750000.0,2000.0000000000002,0.00314110005274415
1800000.0,2000.0000000000002,0.0028665997087955475
1850000.0,2000.0000000000002,0.002940600272268057
1900000.0,2000.0000000000002,0.004065500106662512
1950000.0,2000.0000000000002,0.003392999991774559
2000000.0,2000.0000000000002,0.0029789996333420277
2050000.0,2000.0000000000002,0.0029147998429834843
2100000.0,2000.0000000000002,0.0028491998091340065
2150000.0,2000.0000000000002,0.0029298998415470123
2200000.0,2000.0000000000002,0.002898499835282564
2250000.0,2000.0000000000002,0.0030445000156760216
2300000.0,2000.0000000000002,0.003493699710816145
2350000.0,2000.0000000000002,0.002812399994581938
2400000.0,2000.0000000000002,0.0035231998190283775
2450000.0,2000.0000000000002,0.003006999846547842
2500000.0,2000.0000000000002,0.003059299662709236
2550000.0,2000.0000000000002,0.003077500034123659
2600000.0,2000.0000000000002,0.002906300127506256
2650000.0,2000.0000000000002,0.004040899686515331
2700000.0,2000.0000000000002,0.003966200165450573
2750000.0,2000.0000000000002,0.003168799914419651
2800000.0,2000.0000000000002,0.002894400153309107
2850000.0,2000.0000000000002,0.0032187001779675484
2900000.0,2000.0000000000002,0.003638000227510929
2950000.0,2000.0000000000002,0.002982300240546465
3000000.0,2000.0000000000002,0.0029404000379145145
3050000.0,2000.0000000000002,0.003037800081074238
3100000.0,2000.0000000000002,0.0034121000207960606
3150000.0,2000.0000000000002,0.003170700278133154
3200000.0,2000.0000000000002,0.003139699809253216
3250000.0,2000.0000000000002,0.0033263000659644604
3300000.0,2000.0000000000002,0.0031924000941216946
3350000.0,2000.0000000000002,0.0036482997238636017
3400000.0,2000.0000000000002,0.003665799740701914
3450000.0,2000.0000000000002,0.0034917998127639294
3500000.0,2000.0000000000002,0.0035255998373031616
3550000.0,2000.0000000000002,0.003520000260323286
3600000.0,2000.0000000000002,0.0036303000524640083
3650000.0,2000.0000000000002,0.004413199611008167
3700000.0,2000.0000000000002,0.0031471000984311104
3750000.0,2000.0000000000002,0.003384899813681841
3800000.0,2000.0000000000002,0.003388199955224991
3850000.0,2000.0000000000002,0.0029902001842856407
3900000.0,2000.0000000000002,0.0035194996744394302
3950000.0,2000.0000000000002,0.003148999996483326
4000000.0,2000.0000000000002,0.0033555999398231506
4050000.0,2000.0000000000002,0.003513299860060215
4100000.0,2000.0000000000002,0.003260099794715643
4150000.0,2000.0000000000002,0.003429899923503399
4200000.0,2000.0000000000002,0.0029984000138938427
4250000.0,2000.0000000000002,0.0034134001471102238
4300000.0,2000.0000000000002,0.003186299931257963
4350000.0,2000.0000000000002,0.003219699952751398
4400000.0,2000.0000000000002,0.0035576000809669495
4450000.0,2000.0000000000002,0.0031928997486829758
4500000.0,2000.0000000000002,0.003925899975001812
4550000.0,2000.0000000000002,0.003290200140327215
4600000.0,2000.0000000000002,0.003427899908274412
4650000.0,2000.0000000000002,0.0033205999061465263
4700000.0,2000.0000000000002,0.0032069003209471703
4750000.0,2000.0000000000002,0.003514300100505352
4800000.0,2000.0000000000002,0.003261299803853035
4850000.0,2000.0000000000002,0.003389600198715925
4900000.0,2000.0000000000002,0.0032144002616405487
4950000.0,2000.0000000000002,0.0035788998939096928
