Time,RPM,DeltaT
0.0,2000.0000000000002,0.006342499982565641
50000.0,2000.0000000000002,0.0037794997915625572
100000.0,2000.0000000000002,0.0030927001498639584
150000.0,2000.0000000000002,0.0031946999952197075
200000.0,2000.0000000000002,0.003093599807471037
250000.0,2000.0000000000002,0.0029564998112618923
300000.0,2000.0000000000002,0.002894700039178133
350000.0,2000.0000000000002,0.003065400291234255
400000.0,2000.0000000000002,0.0035279998555779457
450000.0,2000.0000000000002,0.00299279997125268
500000.0,2000.0000000000002,0.0028479997999966145
550000.0,2000.0000000000002,0.002935199998319149
600000.0,2000.0000000000002,0.0031011002138257027
650000.0,2000.0000000000002,0.00352279981598258
700000.0,2000.0000000000002,0.0028516999445855618
750000.0,2000.0000000000002,0.0026874998584389687
800000.0,2000.0000000000002,0.002877100370824337
850000.0,2000.0000000000002,0.003984400071203709
900000.0,2000.0000000000002,0.004255200270563364
950000.0,2000.0000000000002,0.0036108000203967094
1000000.0,2000.0000000000002,0.002826499752700329
1050000.0,2000.0000000000002,0.003184800036251545
1100000.0,2000.0000000000002,0.0028838999569416046
1150000.0,2000.0000000000002,0.0029251999221742153
1200000.0,2000.0000000000002,0.0032015000469982624
1250000.0,2000.0000000000002,0.003122400026768446
1300000.0,2000.0000000000002,0.002954899799078703
1350000.0,2000.0000000000002,0.0028926003724336624
1400000.0,2000.0000000000002,0.002796400338411331
1450000.0,2000.0000000000002,0.0028249998576939106
1500000.0,2000.0000000000002,0.002787200268357992
1550000.0,2000.0000000000002,0.0027809999883174896
1600000.0,2000.0000000000002,0.0031216000206768513
1650000.0,2000.0000000000002,0.0027506998740136623
1700000.0,2000.0000000000002,0.0028849998489022255
1750000.0,2000.0000000000002,0.002832199912518263
1800000.0,2000.0000000000002,0.0028367997147142887
1850000.0,2000.0000000000002,0.0033856001682579517
1900000.0,2000.0000000000002,0.004004700109362602
1950000.0,2000.0000000000002,0.003210199996829033
2000000.0,2000.0000000000002,0.003173499833792448
2050000.0,2000.0000000000002,0.003315300215035677
2100000.0,2000.0000000000002,0.0031487001106142998
2150000.0,2000.0000000000002,0.0029774000868201256
2200000.0,2000.0000000000002,0.0030630002729594707
2250000.0,2000.0000000000002,0.003027800004929304
2300000.0,2000.0000000000002,0.0028099999763071537
2350000.0,2000.0000000000002,0.0033566998317837715
2400000.0,2000.0000000000002,0.0028955000452697277
2450000.0,2000.0000000000002,0.002833699807524681
2500000.0,2000.0000000000002,0.0029576998203992844
2550000.0,2000.0000000000002,0.002750399988144636
2600000.0,2000.0000000000002,0.0029057995416224003
2650000.0,2000.0000000000002,0.0026862998493015766
2700000.0,2000.0000000000002,0.0028466000221669674
2750000.0,2000.0000000000002,0.0028296997770667076
2800000.0,2000.0000000000002,0.00295259989798069
2850000.0,2000.0000000000002,0.0030723996460437775
2900000.0,2000.0000000000002,0.0033784001134335995
2950000.0,2000.0000000000002,0.003028799779713154
3000000.0,2000.0000000000002,0.0028754002414643764
3050000.0,2000.0000000000002,0.002927900291979313
3100000.0,2000.0000000000002,0.0028153997845947742
3150000.0,2000.0000000000002,0.0027710003778338432
3200000.0,2000.0000000000002,0.0027788998559117317
3250000.0,2000.0000000000002,0.0027908002957701683
3300000.0,2000.0000000000002,0.002783500123769045
3350000.0,2000.0000000000002,0.002928599715232849
3400000.0,2000.0000000000002,0.0032835998572409153
3450000.0,2000.0000000000002,0.0029553999193012714
3500000.0,2000.0000000000002,0.002856999635696411
3550000.0,2000.0000000000002,0.0027887998148798943
3600000.0,2000.0000000000002,0.0028672004118561745
3650000.0,2000.0000000000002,0.0030153999105095863
3700000.0,2000.0000000000002,0.002762999851256609
3750000.0,2000.0000000000002,0.002762800082564354
3800000.0,2000.0000000000002,0.0028336001560091972
3850000.0,2000.0000000000002,0.0027520000003278255
3900000.0,2000.0000000000002,0.0030023003928363323
3950000.0,2000.0000000000002,0.00340670021250844
4000000.0,2000.0000000000002,0.00303800031542778
4050000.0,2000.0000000000002,0.0029511000029742718
4100000.0,2000.0000000000002,0.002876299899071455
4150000.0,2000.0000000000002,0.002945499960333109
4200000.0,2000.0000000000002,0.0029762000776827335
4250000.0,2000.0000000000002,0.0027512996457517147
4300000.0,2000.0000000000002,0.002870300319045782
4350000.0,2000.0000000000002,0.0027517997659742832
4400000.0,2000.0000000000002,0.002824299968779087
4450000.0,2000.0000000000002,0.003432299941778183
4500000.0,2000.0000000000002,0.0031440001912415028
4550000.0,2000.0000000000002,0.0028973999433219433
4600000.0,2000.0000000000002,0.0027854996733367443
4650000.0,2000.0000000000002,0.0027216002345085144
4700000.0,2000.0000000000002,0.00291300006210804
4750000.0,2000.0000000000002,0.002839399967342615
4800000.0,2000.0000000000002,0.0027355002239346504
4850000.0,2000.0000000000002,0.0028038001619279385
4900000.0,2000.0000000000002,0.0028456002473831177
4950000.0,2000.0000000000002,0.002847299911081791
