Time,RPM,DeltaT
0.0,2000.0000000000002,0.005080599803477526
50000.0,2000.0000000000002,0.003665599972009659
100000.0,2000.0000000000002,0.003356100060045719
150000.0,2000.0000000000002,0.0031334999948740005
200000.0,2000.0000000000002,0.0030185002833604813
250000.0,2000.0000000000002,0.003006800077855587
300000.0,2000.0000000000002,0.0030180998146533966
350000.0,2000.0000000000002,0.002873800229281187
400000.0,2000.0000000000002,0.002999700140208006
450000.0,2000.0000000000002,0.0028881998732686043
500000.0,2000.0000000000002,0.0029009999707341194
550000.0,2000.0000000000002,0.0039820000529289246
600000.0,2000.0000000000002,0.003808199893683195
650000.0,2000.0000000000002,0.0032827998511493206
700000.0,2000.0000000000002,0.003074000123888254
750000.0,2000.0000000000002,0.0030167000368237495
800000.0,2000.0000000000002,0.003010399639606476
850000.0,2000.0000000000002,0.003140700049698353
900000.0,2000.0000000000002,0.003314100205898285
950000.0,2000.0000000000002,0.0030533000826835632
1000000.0,2000.0000000000002,0.003054299857467413
1050000.0,2000.0000000000002,0.00293960003182292
1100000.0,2000.0000000000002,0.0030928999185562134
1150000.0,2000.0000000000002,0.0030387998558580875
1200000.0,2000.0000000000002,0.002884299959987402
1250000.0,2000.0000000000002,0.0029508001171052456
1300000.0,2000.0000000000002,0.0032247002236545086
1350000.0,2000.0000000000002,0.0033054999075829983
1400000.0,2000.0000000000002,0.0030330000445246696
1450000.0,2000.0000000000002,0.0029494003392755985
1500000.0,2000.0000000000002,0.002951300237327814
1550000.0,2000.0000000000002,0.0030088997446000576
1600000.0,2000.0000000000002,0.0029251002706587315
1650000.0,2000.0000000000002,0.003176500089466572
1700000.0,2000.0000000000002,0.0030549997463822365
1750000.0,2000.0000000000002,0.0029704999178647995
1800000.0,2000.0000000000002,0.0034660999663174152
1850000.0,2000.0000000000002,0.0033841999247670174
1900000.0,2000.0000000000002,0.003252800088375807
1950000.0,2000.0000000000002,0.00293860025703907
2000000.0,2000.0000000000002,0.002929499838501215
2050000.0,2000.0000000000002,0.0029221000149846077
2100000.0,2000.0000000000002,0.0029274001717567444
2150000.0,2000.0000000000002,0.003130599856376648
2200000.0,2000.0000000000002,0.0029482999816536903
2250000.0,2000.0000000000002,0.002950100228190422
2300000.0,2000.0000000000002,0.003197699785232544
